crimeDate,crimeTime,crimeCode,location,description,weapon,post,district,neighborhood,Location 1,Total Incidents
10/24/2012,2040,1F,2700 MARBOURNE AV,HOMICIDE,FIREARM,923,SOUTHERN,Lakeland,"(39.2525400000, -76.6438800000)",1
10/24/2012,2300,1F,1400 E PRESTON ST,HOMICIDE,FIREARM,322,EASTERN,Oliver,"(39.3051800000, -76.5994700000)",1
10/20/2012,1505,1F,2500 E HOFFMAN ST,HOMICIDE,FIREARM,333,EASTERN,Berea,"(39.3069200000, -76.5826500000)",1
10/20/2012,2302,1F,3100 GARRISON BLVD,HOMICIDE,FIREARM,622,NORTHWESTERN,Concerned Citizens Of Forest Park,"(39.3234100000, -76.6811700000)",1
10/14/2012,1853,1F,3000 E BALTIMORE ST,HOMICIDE,FIREARM,223,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2923100000, -76.5746600000)",1
10/12/2012,1845,1F,300 E 26TH ST,HOMICIDE,FIREARM,513,NORTHERN,Harwood,"(39.3196000000, -76.6122200000)",1
10/11/2012,1724,1F,2300 N CHARLES ST,HOMICIDE,FIREARM,516,NORTHERN,Old Goucher,"(39.3155700000, -76.6168700000)",1
10/08/2012,2127,1F,600 DUMBARTON AV,HOMICIDE,FIREARM,525,NORTHERN,Pen Lucy,"(39.3381000000, -76.6073400000)",1
10/07/2012,2158,1F,6200 FAIRLAWN AV,HOMICIDE,FIREARM,631,NORTHWESTERN,Reisterstown Station,"(39.3531400000, -76.7014700000)",1
10/03/2012,2055,1F,1800 W LANVALE ST,HOMICIDE,FIREARM,724,WESTERN,Harlem Park,"(39.2976300000, -76.6460700000)",1
10/03/2012,2100,1F,200 N FULTON AV,HOMICIDE,FIREARM,711,WESTERN,Franklin Square,"(39.2906800000, -76.6453700000)",1
10/01/2012,2328,1F,2800 QUANTICO AV,HOMICIDE,FIREARM,613,NORTHWESTERN,Towanda-Grantley,"(39.3358200000, -76.6662800000)",1
09/30/2012,0317,1F,600 N BELNORD AV,HOMICIDE,FIREARM,221,SOUTHEASTERN,McElderry Park,"(39.2980000000, -76.5787400000)",1
09/28/2012,1900,1F,200 REEDBIRD AV,HOMICIDE,FIREARM,924,SOUTHERN,Cherry Hill,"(39.2485800000, -76.6164500000)",1
09/27/2012,2107,1F,300 S AUGUSTA AV,HOMICIDE,FIREARM,833,SOUTHWESTERN,Irvington,"(39.2810800000, -76.6846300000)",1
09/26/2012,2230,1F,3600 OLD YORK RD,HOMICIDE,FIREARM,525,NORTHERN,Waverly,"(39.3332200000, -76.6076500000)",1
09/25/2012,0050,1F,1800 MOSHER ST,HOMICIDE,FIREARM,724,WESTERN,Sandtown-Winchester,"(39.2998800000, -76.6464500000)",1
09/24/2012,0145,1F,200 S PULASKI ST,HOMICIDE,FIREARM,835,SOUTHWESTERN,Carrollton Ridge,"(39.2842400000, -76.6498900000)",1
09/24/2012,1600,1F,0 N LINWOOD AV,HOMICIDE,FIREARM,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2927700000, -76.5761800000)",1
09/23/2012,2055,1F,2700 MURA ST,HOMICIDE,FIREARM,333,EASTERN,Berea,"(39.3053900000, -76.5792600000)",1
09/23/2012,2115,1F,3000 CHESTERFIELD AV,HOMICIDE,FIREARM,415,NORTHEASTERN,Belair-Edison,"(39.3243600000, -76.5691200000)",1
09/22/2012,2038,1F,600 DUMBARTON AV,HOMICIDE,FIREARM,525,NORTHERN,Pen Lucy,"(39.3381000000, -76.6073400000)",1
09/21/2012,0200,1K,2700 W NORTH AV,HOMICIDE,KNIFE,811,SOUTHWESTERN,Coppin Heights/Ash-Co-East,"(39.3092100000, -76.6616500000)",1
09/20/2012,1410,1F,1700 PRESSTMAN ST,HOMICIDE,FIREARM,731,WESTERN,Sandtown-Winchester,"(39.3053600000, -76.6448100000)",1
09/18/2012,0657,1F,500 N GAY ST,HOMICIDE,FIREARM,315,EASTERN,Oldtown,"(39.2947400000, -76.6060500000)",1
09/17/2012,2226,1F,2800 CHESTERFIELD AV,HOMICIDE,FIREARM,415,NORTHEASTERN,Herring Run Park,"(39.3255100000, -76.5703600000)",1
09/15/2012,1223,1F,500 COVENTRY RD,HOMICIDE,FIREARM,833,SOUTHWESTERN,Beechfield,"(39.2791500000, -76.7002500000)",1
09/08/2012,0222,1F,400 GOLD ST,HOMICIDE,FIREARM,135,CENTRAL,Druid Heights,"(39.3095200000, -76.6367400000)",1
09/08/2012,2207,1F,2600 KENT ST,HOMICIDE,FIREARM,922,SOUTHERN,Westport,"(39.2649400000, -76.6380700000)",1
09/06/2012,1956,1F,1400 HOLBROOK ST,HOMICIDE,FIREARM,313,EASTERN,Oliver,"(39.3064900000, -76.6031400000)",1
09/04/2012,2335,1F,5400 SEWARD AV,HOMICIDE,FIREARM,434,NORTHEASTERN,Frankford,"(39.3284200000, -76.5393900000)",1
09/03/2012,1149,1F,2700 BERYL AV,HOMICIDE,FIREARM,333,EASTERN,Biddle Street,"(39.3031600000, -76.5795300000)",1
09/03/2012,1900,1F,2600 BOONE ST,HOMICIDE,FIREARM,513,NORTHERN,Better Waverly,"(39.3196700000, -76.6086600000)",1
09/03/2012,2215,1F,200 S EATON ST,HOMICIDE,FIREARM,224,SOUTHEASTERN,Highlandtown,"(39.2902000000, -76.5655600000)",1
09/03/2012,2222,1F,5600 FRANKFORD AV,HOMICIDE,FIREARM,434,NORTHEASTERN,Frankford,"(39.3222000000, -76.5405400000)",1
09/02/2012,0215,1F,4800 THE ALAMEDA,HOMICIDE,FIREARM,524,NORTHERN,New Northwood,"(39.3464100000, -76.5994700000)",1
09/01/2012,0146,1F,1300 N LAKEWOOD AV,HOMICIDE,FIREARM,333,EASTERN,Berea,"(39.3059800000, -76.5799500000)",1
08/30/2012,0726,1F,2900 ROCKROSE AV,HOMICIDE,FIREARM,612,NORTHWESTERN,Park Circle,"(39.3289600000, -76.6619500000)",1
08/24/2012,1100,1K,600 BRISBANE RD,HOMICIDE,KNIFE,833,SOUTHWESTERN,Beechfield,"(39.2734100000, -76.6942000000)",1
08/23/2012,1629,1F,4400 MOUNTVIEW RD,HOMICIDE,FIREARM,824,SOUTHWESTERN,Uplands,"(39.2866300000, -76.6904100000)",1
08/23/2012,1852,1O,100 W 29TH ST,HOMICIDE,OTHER,512,NORTHERN,Charles Village,"(39.3230700000, -76.6195200000)",1
08/22/2012,2005,1K,1700 N CAREY ST,HOMICIDE,KNIFE,732,WESTERN,Penn North,"(39.3091700000, -76.6431300000)",1
08/21/2012,0135,1O,1900 WALBROOK AV,HOMICIDE,OTHER,732,WESTERN,Mondawmin,"(39.3108900000, -76.6485800000)",1
08/21/2012,2317,1F,1700 COLE ST,HOMICIDE,FIREARM,935,SOUTHERN,New Southwest/Mount Clare,"(39.2821700000, -76.6435800000)",1
08/20/2012,2102,1F,3200 WALBROOK AV,HOMICIDE,FIREARM,812,SOUTHWESTERN,Walbrook,"(39.3100400000, -76.6718600000)",1
08/17/2012,0002,1F,4200 HAMILTON AV,HOMICIDE,FIREARM,435,NORTHEASTERN,Frankford,"(39.3418000000, -76.5450500000)",1
08/17/2012,0002,1F,4200 HAMILTON AV,HOMICIDE,FIREARM,435,NORTHEASTERN,Frankford,"(39.3418000000, -76.5450500000)",1
08/16/2012,0035,1F,600 LINNARD ST,HOMICIDE,FIREARM,815,SOUTHWESTERN,Edgewood,"(39.2945800000, -76.6763900000)",1
08/16/2012,0035,1F,600 LINNARD ST,HOMICIDE,FIREARM,815,SOUTHWESTERN,Edgewood,"(39.2945800000, -76.6763900000)",1
08/12/2012,2044,1O,3300 GARRISON BLVD,HOMICIDE,OTHER,621,NORTHWESTERN,Central Forest Park,"(39.3264300000, -76.6826400000)",1
08/10/2012,0357,1F,0 E CHASE ST,HOMICIDE,FIREARM,142,CENTRAL,Mid-Town Belvedere,"(39.3023800000, -76.6150400000)",1
08/06/2012,2336,1F,2700 GILES RD,HOMICIDE,FIREARM,922,SOUTHERN,Cherry Hill,"(39.2495800000, -76.6304900000)",1
08/04/2012,0125,1F,3000 W GARRISON AV,HOMICIDE,FIREARM,615,NORTHWESTERN,Central Park Heights,"(39.3486300000, -76.6714600000)",1
08/03/2012,0120,1F,3000 ROSEDALE CT,HOMICIDE,FIREARM,814,SOUTHWESTERN,Rosemont,"(39.3023900000, -76.6684300000)",1
08/02/2012,0020,1F,4400 PARKTON ST,HOMICIDE,FIREARM,833,SOUTHWESTERN,Yale Heights,"(39.2774000000, -76.6900600000)",1
08/01/2012,0241,1F,1200 POPLAR GROVE ST,HOMICIDE,FIREARM,814,SOUTHWESTERN,Winchester,"(39.3015100000, -76.6654000000)",1
08/01/2012,1620,1K,5100 REISTERSTOWN RD,HOMICIDE,KNIFE,614,NORTHWESTERN,Langston Hughes,"(39.3424100000, -76.6827200000)",1
07/31/2012,2320,1F,2500 FREDERICK AV,HOMICIDE,FIREARM,836,SOUTHWESTERN,Shipley Hill,"(39.2832700000, -76.6561600000)",1
07/30/2012,0405,1O,1800 W NORTH AV,HOMICIDE,OTHER,733,WESTERN,Mondawmin,"(39.3099100000, -76.6466200000)",1
07/28/2012,0225,1F,1400 POPLAR GROVE ST,HOMICIDE,FIREARM,814,SOUTHWESTERN,Northwest Community Action,"(39.3036800000, -76.6654900000)",1
07/27/2012,1200,1O,5900 EURITH AV,HOMICIDE,OTHER,435,NORTHEASTERN,Cedmont,"(39.3447100000, -76.5307600000)",1
07/27/2012,2300,1F,1200 N CAROLINE ST,HOMICIDE,FIREARM,322,EASTERN,Oliver,"(39.3043100000, -76.5980200000)",1
07/26/2012,0333,1F,1600 N SMALLWOOD ST,HOMICIDE,FIREARM,735,WESTERN,Coppin Heights/Ash-Co-East,"(39.3069300000, -76.6525800000)",1
07/26/2012,2153,1F,1000 EVESHAM AV,HOMICIDE,FIREARM,522,NORTHERN,Chinquapin Park,"(39.3610800000, -76.6002300000)",1
07/23/2012,2228,1F,1500 MC KEAN AV,HOMICIDE,FIREARM,724,WESTERN,Sandtown-Winchester,"(39.3053000000, -76.6471000000)",1
07/17/2012,0122,1F,4300 6TH ST,HOMICIDE,FIREARM,913,SOUTHERN,Brooklyn,"(39.2272700000, -76.6005800000)",1
07/16/2012,0128,1F,5500 LOTHIAN RD,HOMICIDE,FIREARM,523,NORTHERN,Mid-Govans,"(39.3562300000, -76.6024600000)",1
07/10/2012,0410,1F,4100 W FOREST PARK AV,HOMICIDE,FIREARM,623,NORTHWESTERN,Central Forest Park,"(39.3244200000, -76.6873500000)",1
07/08/2012,2354,1F,3200 SPAULDING AV,HOMICIDE,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3483000000, -76.6748600000)",1
07/06/2012,2349,1F,1000 LEADENHALL ST,HOMICIDE,FIREARM,942,SOUTHERN,Sharp-Leadenhall,"(39.2778200000, -76.6174700000)",1
07/05/2012,0125,1F,2300 EUTAW PL,HOMICIDE,FIREARM,135,CENTRAL,Reservoir Hill,"(39.3124300000, -76.6358700000)",1
07/05/2012,1025,1F,400 LAURENS ST,HOMICIDE,FIREARM,131,CENTRAL,Madison Park,"(39.3070400000, -76.6319500000)",1
07/05/2012,2131,1F,3400 RAVENWOOD AV,HOMICIDE,FIREARM,413,NORTHEASTERN,Four By Four,"(39.3153600000, -76.5755100000)",1
07/03/2012,1525,1F,1400 E PRESTON ST,HOMICIDE,FIREARM,322,EASTERN,Oliver,"(39.3051800000, -76.5994700000)",1
06/29/2012,2142,1F,2100 DENISON ST,HOMICIDE,FIREARM,812,SOUTHWESTERN,Mount Holly,"(39.3111300000, -76.6742900000)",1
06/26/2012,2154,1F,4600 NORFOLK AV,HOMICIDE,FIREARM,622,NORTHWESTERN,West Forest Park,"(39.3212500000, -76.6944200000)",1
06/24/2012,1945,1F,1000 N CENTRAL AV,HOMICIDE,FIREARM,322,EASTERN,Johnston Square,"(39.3021000000, -76.6003800000)",1
06/20/2012,0200,1F,4000 BOARMAN AV,HOMICIDE,FIREARM,624,NORTHWESTERN,Dorchester,"(39.3342300000, -76.6844500000)",1
06/19/2012,2210,1F,2100 W PRATT ST,HOMICIDE,FIREARM,835,SOUTHWESTERN,Carrollton Ridge,"(39.2850400000, -76.6500000000)",1
06/14/2012,1000,1O,800 N STRICKER ST,HOMICIDE,OTHER,715,WESTERN,Harlem Park,"(39.2983800000, -76.6415400000)",1
06/11/2012,1226,1F,2600 W PATAPSCO AV,HOMICIDE,FIREARM,923,SOUTHERN,Lakeland,"(39.2535300000, -76.6542000000)",1
06/08/2012,2338,1F,400 E 21ST ST,HOMICIDE,FIREARM,314,EASTERN,Barclay,"(39.3134900000, -76.6109000000)",1
06/05/2012,0022,1F,4400 PALL MALL RD,HOMICIDE,FIREARM,531,NORTHERN,Greenspring,"(39.3398500000, -76.6629300000)",1
06/05/2012,0022,1F,4400 PALL MALL RD,HOMICIDE,FIREARM,531,NORTHERN,Greenspring,"(39.3398500000, -76.6629300000)",1
06/05/2012,0027,1F,3600 BEEHLER AV,HOMICIDE,FIREARM,613,NORTHWESTERN,Central Park Heights,"(39.3431600000, -76.6748600000)",1
06/04/2012,1035,1F,5500 BELAIR RD,HOMICIDE,FIREARM,427,NORTHEASTERN,Waltherson,"(39.3403500000, -76.5484700000)",1
06/04/2012,2125,1F,3400 E LOMBARD ST,HOMICIDE,FIREARM,224,SOUTHEASTERN,Baltimore Highlands,"(39.2913600000, -76.5691600000)",1
06/03/2012,0333,1F,4600 PIMLICO RD,HOMICIDE,FIREARM,615,NORTHWESTERN,Central Park Heights,"(39.3433400000, -76.6674100000)",1
06/02/2012,0214,1F,1400 E FAYETTE ST,HOMICIDE,FIREARM,212,SOUTHEASTERN,Dunbar-Broadway,"(39.2929800000, -76.5983400000)",1
06/02/2012,2304,1K,1200 E LAFAYETTE AV,HOMICIDE,KNIFE,313,EASTERN,Oliver,"(39.3103800000, -76.6024600000)",1
05/31/2012,2109,1K,3000 E PRESTON ST,HOMICIDE,KNIFE,334,EASTERN,Berea,"(39.3061300000, -76.5756200000)",1
05/29/2012,1239,1F,1100 MYRTLE AV,HOMICIDE,FIREARM,122,CENTRAL,Upton,"(39.2972900000, -76.6305300000)",1
05/28/2012,1200,1O,1600 E COLD SPRING LA,HOMICIDE,OTHER,426,NORTHEASTERN,Hillen,"(39.3458100000, -76.5875700000)",1
05/28/2012,2150,1K,1200 WOODBOURNE AV,HOMICIDE,KNIFE,523,NORTHERN,New Northwood,"(39.3539800000, -76.5972100000)",1
05/28/2012,2215,1O,3100 HAMILTON AV,HOMICIDE,OTHER,427,NORTHEASTERN,Glenham-Belhar,"(39.3507100000, -76.5598200000)",1
05/27/2012,1804,1F,2500 W FAYETTE ST,HOMICIDE,FIREARM,816,SOUTHWESTERN,Shipley Hill,"(39.2889500000, -76.6569200000)",1
05/26/2012,0127,1F,2500 N EDGECOMBE CIR,HOMICIDE,FIREARM,534,NORTHERN,Parklane,"(39.3417400000, -76.6601500000)",1
05/26/2012,0130,1F,600 PITCHER ST,HOMICIDE,FIREARM,132,CENTRAL,Upton,"(39.3028100000, -76.6345500000)",1
05/24/2012,1834,1F,4600 KERNYORK LA,HOMICIDE,FIREARM,526,NORTHERN,Kernewood,"(39.3451700000, -76.6101200000)",1
05/24/2012,1959,1F,2600 E PRESTON ST,HOMICIDE,FIREARM,333,EASTERN,Berea,"(39.3059200000, -76.5808400000)",1
05/23/2012,2044,1F,3300 WESTERWALD AV,HOMICIDE,FIREARM,525,NORTHERN,Waverly,"(39.3292700000, -76.6050700000)",1
05/22/2012,0016,1F,600 N CAREY ST,HOMICIDE,FIREARM,713,WESTERN,Harlem Park,"(39.2963900000, -76.6385900000)",1
05/18/2012,2330,1K,1400 LIMIT AV,HOMICIDE,KNIFE,423,NORTHEASTERN,Idlewood,"(39.3712200000, -76.5844900000)",1
05/18/2012,2345,1F,2600 MATHEWS ST,HOMICIDE,FIREARM,513,NORTHERN,Better Waverly,"(39.3198600000, -76.6078900000)",1
05/16/2012,1653,1F,2000 FREDERICK AV,HOMICIDE,FIREARM,836,SOUTHWESTERN,Boyd-Booth,"(39.2862500000, -76.6486100000)",1
05/14/2012,2326,1F,1100 N MILTON AV,HOMICIDE,FIREARM,333,EASTERN,Biddle Street,"(39.3040600000, -76.5826600000)",1
05/13/2012,1640,1F,4000 W FRANKLIN ST,HOMICIDE,FIREARM,822,SOUTHWESTERN,Allendale,"(39.2924700000, -76.6830200000)",1
05/13/2012,2111,1F,1600 GOUGH ST,HOMICIDE,FIREARM,212,SOUTHEASTERN,Fells Point,"(39.2876000000, -76.5945700000)",1
05/13/2012,2217,1F,1600 E 32ND ST,HOMICIDE,FIREARM,414,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3268200000, -76.5930200000)",1
05/09/2012,2151,1O,300 WHITRIDGE AV,HOMICIDE,OTHER,512,NORTHERN,Harwood,"(39.3215100000, -76.6118200000)",1
05/08/2012,2118,1F,3400 PIEDMONT AV,HOMICIDE,FIREARM,621,NORTHWESTERN,Hanlon-Longwood,"(39.3163000000, -76.6748000000)",1
05/08/2012,0247,1F,600 N EUTAW ST,HOMICIDE,FIREARM,123,CENTRAL,Seton Hill,"(39.2959100000, -76.6213700000)",1
05/08/2012,1303,1F,1100 E 20TH ST,HOMICIDE,FIREARM,311,EASTERN,East Baltimore Midway,"(39.3127900000, -76.6041800000)",1
05/06/2012,1510,1F,3000 OAKLEY AV,HOMICIDE,FIREARM,615,NORTHWESTERN,Central Park Heights,"(39.3479600000, -76.6701600000)",1
05/04/2012,2348,1F,4000 ALTO RD,HOMICIDE,FIREARM,622,NORTHWESTERN,Windsor Hills,"(39.3169100000, -76.6829000000)",1
05/03/2012,1700,1O,400 CUMMINGS CT,HOMICIDE,OTHER,123,CENTRAL,Upton,"(39.3009800000, -76.6253200000)",1
04/28/2012,1318,1F,3400 RAVENWOOD AV,HOMICIDE,FIREARM,413,NORTHEASTERN,Four By Four,"(39.3153100000, -76.5752000000)",1
04/26/2012,1705,1K,400 W SARATOGA ST,HOMICIDE,KNIFE,121,CENTRAL,Downtown,"(39.2928500000, -76.6212400000)",1
04/25/2012,2245,1F,2500 HARLEM AV,HOMICIDE,FIREARM,723,WESTERN,Evergreen Lawn,"(39.2962300000, -76.6566400000)",1
04/24/2012,2205,1F,4100 NORFOLK AV,HOMICIDE,FIREARM,622,NORTHWESTERN,West Forest Park,"(39.3235800000, -76.6868900000)",1
04/23/2012,0406,1F,2700 BOARMAN AV,HOMICIDE,FIREARM,612,NORTHWESTERN,Central Park Heights,"(39.3386600000, -76.6659100000)",1
04/23/2012,1500,1K,5400 HILLBURN AV,HOMICIDE,KNIFE,427,NORTHEASTERN,Waltherson,"(39.3448300000, -76.5544300000)",1
04/23/2012,1756,1F,1500 W NORTH AV,HOMICIDE,FIREARM,733,WESTERN,Penn North,"(39.3101300000, -76.6415200000)",1
04/18/2012,0058,1F,3200 BELAIR RD,HOMICIDE,FIREARM,415,NORTHEASTERN,Belair-Edison,"(39.3208900000, -76.5744800000)",1
04/17/2012,2316,1F,1700 N SPRING ST,HOMICIDE,FIREARM,321,EASTERN,Oliver,"(39.3097600000, -76.5991300000)",1
04/16/2012,2111,1F,1300 AISQUITH ST,HOMICIDE,FIREARM,313,EASTERN,Oliver,"(39.3051900000, -76.6022700000)",1
04/16/2012,2140,1F,4700 LIBERTY HEIGHTS AV,HOMICIDE,FIREARM,626,NORTHWESTERN,Howard Park,"(39.3314600000, -76.6958000000)",1
04/14/2012,1115,1F,2000 RAYNER AV,HOMICIDE,FIREARM,723,WESTERN,Midtown-Edmondson,"(39.2969200000, -76.6496500000)",1
04/14/2012,2020,1F,400 WATTY CT,HOMICIDE,FIREARM,123,CENTRAL,Upton,"(39.3016800000, -76.6253000000)",1
04/14/2012,2024,1F,1900 ETTING ST,HOMICIDE,FIREARM,131,CENTRAL,Druid Heights,"(39.3065500000, -76.6352600000)",1
04/09/2012,1000,1F,800 JACK ST,HOMICIDE,FIREARM,913,SOUTHERN,Brooklyn,"(39.2316900000, -76.6007300000)",1
04/08/2012,1804,1F,1400 FILLMORE ST,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3221000000, -76.6002800000)",1
04/08/2012,2248,1F,1400 HOLBROOK ST,HOMICIDE,FIREARM,313,EASTERN,Oliver,"(39.3064900000, -76.6031400000)",1
04/07/2012,1515,1F,1700 N CALHOUN ST,HOMICIDE,FIREARM,732,WESTERN,Sandtown-Winchester,"(39.3081200000, -76.6437100000)",1
04/02/2012,2345,1F,900 BELGIAN AV,HOMICIDE,FIREARM,525,NORTHERN,Pen Lucy,"(39.3405300000, -76.6032400000)",1
04/01/2012,1401,1F,1100 E BELVEDERE AV,HOMICIDE,FIREARM,522,NORTHERN,Glen Oaks,"(39.3601100000, -76.5970600000)",1
04/01/2012,1926,1F,1000 E 22ND ST,HOMICIDE,FIREARM,311,EASTERN,East Baltimore Midway,"(39.3138300000, -76.6048700000)",1
03/30/2012,2306,1F,900 VALLEY ST,HOMICIDE,FIREARM,315,EASTERN,Oldtown,"(39.3004400000, -76.6048800000)",1
03/27/2012,0052,1F,6200 PIONEER DR,HOMICIDE,FIREARM,424,NORTHEASTERN,Hamilton Hills,"(39.3616900000, -76.5722200000)",1
03/25/2012,1308,1O,3000 BAKER ST,HOMICIDE,OTHER,814,SOUTHWESTERN,Rosemont,"(39.3059100000, -76.6678100000)",1
03/25/2012,2206,1F,4100 IDAHO AV,HOMICIDE,FIREARM,427,NORTHEASTERN,Waltherson,"(39.3405000000, -76.5506600000)",1
03/24/2012,2312,1F,800 W FAYETTE ST,HOMICIDE,FIREARM,712,WESTERN,Poppleton,"(39.2900800000, -76.6295600000)",1
03/23/2012,2300,1F,500 E 21ST ST,HOMICIDE,FIREARM,311,EASTERN,East Baltimore Midway,"(39.3135600000, -76.6093400000)",1
03/21/2012,2333,1F,1400 TRACTION ST,HOMICIDE,FIREARM,733,WESTERN,Penn North,"(39.3119800000, -76.6411600000)",1
03/20/2012,2128,1F,1800 ASHBURTON ST,HOMICIDE,FIREARM,735,WESTERN,Coppin Heights/Ash-Co-East,"(39.3082400000, -76.6622300000)",1
03/19/2012,2035,1F,6400 E PRATT ST,HOMICIDE,FIREARM,232,SOUTHEASTERN,Hopkins Bayview,"(39.2904800000, -76.5391400000)",1
03/16/2012,1553,1F,2300 E CHASE ST,HOMICIDE,FIREARM,323,EASTERN,Biddle Street,"(39.3036300000, -76.5849700000)",1
03/16/2012,2305,1F,3500 W BELVEDERE AV,HOMICIDE,FIREARM,633,NORTHWESTERN,Arlington,"(39.3471400000, -76.6790000000)",1
03/13/2012,2110,1F,900 N PORT ST,HOMICIDE,FIREARM,323,EASTERN,Milton-Montford,"(39.3012700000, -76.5832000000)",1
03/10/2012,0101,1F,1000 E HOFFMAN ST,HOMICIDE,FIREARM,313,EASTERN,Oliver,"(39.3060900000, -76.6036100000)",1
03/07/2012,2331,1F,2200 W NORTH AV,HOMICIDE,FIREARM,735,WESTERN,Mondawmin,"(39.3096700000, -76.6529100000)",1
03/05/2012,2130,1F,3500 W MULBERRY ST,HOMICIDE,FIREARM,815,SOUTHWESTERN,Allendale,"(39.2918600000, -76.6764800000)",1
03/05/2012,2130,1F,3500 W MULBERRY ST,HOMICIDE,FIREARM,815,SOUTHWESTERN,Allendale,"(39.2918600000, -76.6764800000)",1
03/04/2012,0225,1F,4500 MARBLE HALL RD,HOMICIDE,FIREARM,421,NORTHEASTERN,New Northwood,"(39.3449500000, -76.5971200000)",1
03/04/2012,1700,1F,1600 DARLEY AV,HOMICIDE,FIREARM,312,EASTERN,Darley Park,"(39.3147200000, -76.5945100000)",1
03/04/2012,2331,1F,400 OXFORD CT,HOMICIDE,FIREARM,123,CENTRAL,Upton,"(39.3009300000, -76.6243400000)",1
02/29/2012,2101,1F,4500 WINDSOR MILL RD,HOMICIDE,FIREARM,821,SOUTHWESTERN,Wakefield,"(39.3130600000, -76.6912700000)",1
02/27/2012,2232,1O,3400 CALLAWAY AV,HOMICIDE,OTHER,625,NORTHWESTERN,Ashburton,"(39.3274200000, -76.6782400000)",1
02/25/2012,0101,1K,400 N KENWOOD AV,HOMICIDE,KNIFE,221,SOUTHEASTERN,McElderry Park,"(39.2959200000, -76.5778800000)",1
02/23/2012,1125,1F,2200 N FULTON AV,HOMICIDE,FIREARM,736,WESTERN,Parkview/Woodbrook,"(39.3133000000, -76.6462400000)",1
02/19/2012,1508,1K,1300 Mc Henry St,HOMICIDE,KNIFE,933,SOUTHERN,New Southwest/Mount Clare,"(39.2845800000, -76.6380200000)",1
02/13/2012,1746,1F,2800 GREENMOUNT AV,HOMICIDE,FIREARM,512,NORTHERN,Better Waverly,"(39.3226400000, -76.6094100000)",1
02/12/2012,0232,1F,5900 LACLEDE RD,HOMICIDE,FIREARM,434,NORTHEASTERN,Cedonia,"(39.3273400000, -76.5313100000)",1
02/09/2012,1045,1F,2900 HAVERFORD RD,HOMICIDE,FIREARM,622,NORTHWESTERN,Windsor Hills,"(39.3185300000, -76.6873300000)",1
02/06/2012,1652,1F,900 E PRESTON ST,HOMICIDE,FIREARM,313,EASTERN,Johnston Square,"(39.3049700000, -76.6050500000)",1
02/01/2012,0730,1F,4300 GREENHILL AV,HOMICIDE,FIREARM,436,NORTHEASTERN,Parkside,"(39.3249100000, -76.5589600000)",1
02/01/2012,2145,1F,5700 NASCO PL,HOMICIDE,FIREARM,423,NORTHEASTERN,Loch Raven,"(39.3599100000, -76.5870700000)",1
01/29/2012,2302,1F,200 S LOUDON AV,HOMICIDE,FIREARM,824,SOUTHWESTERN,Irvington,"(39.2833000000, -76.6820900000)",1
01/27/2012,1507,1F,2700 W COLD SPRING LA,HOMICIDE,FIREARM,612,NORTHWESTERN,Central Park Heights,"(39.3395400000, -76.6666900000)",1
01/20/2012,1856,1F,1600 W BALTIMORE ST,HOMICIDE,FIREARM,711,WESTERN,Franklin Square,"(39.2883000000, -76.6432200000)",1
01/19/2012,1106,1O,3800 COTTAGE AV,HOMICIDE,OTHER,531,NORTHERN,Greenspring,"(39.3335500000, -76.6600700000)",1
01/18/2012,2158,1F,4300 CEDAR GARDEN RD,HOMICIDE,FIREARM,833,SOUTHWESTERN,Yale Heights,"(39.2751600000, -76.6891100000)",1
01/12/2012,1306,1F,500 EDGEWOOD ST,HOMICIDE,FIREARM,815,SOUTHWESTERN,Allendale,"(39.2928500000, -76.6755100000)",1
01/08/2012,0346,1F,4100 MARIBAN CT,HOMICIDE,FIREARM,911,SOUTHERN,Brooklyn,"(39.2291300000, -76.5980200000)",1
01/06/2012,1850,1F,800 N MONTFORD AV,HOMICIDE,FIREARM,325,EASTERN,Milton-Montford,"(39.3002100000, -76.5838400000)",1
01/05/2012,0908,1K,2600 E BIDDLE ST,HOMICIDE,KNIFE,333,EASTERN,Biddle Street,"(39.3048100000, -76.5804200000)",1
01/03/2012,0209,1O,500 BRUNSWICK ST,HOMICIDE,OTHER,834,SOUTHWESTERN,Millhill,"(39.2790200000, -76.6592500000)",1
01/03/2012,2145,1F,4000 EDGEWOOD RD,HOMICIDE,FIREARM,625,NORTHWESTERN,East Arlington,"(39.3318000000, -76.6691300000)",1
12/28/2011,2158,1F,2800 W GARRISON AV,HOMICIDE,FIREARM,534,NORTHERN,Cylburn,"(39.3497800000, -76.6662500000)",1
12/24/2011,2300,1F,2700 GILES RD,HOMICIDE,FIREARM,922,SOUTHERN,Cherry Hill,"(39.2495800000, -76.6304900000)",1
12/21/2011,0800,1O,800 E 34TH ST,HOMICIDE,OTHER,525,NORTHERN,Waverly,"(39.3298300000, -76.6045800000)",1
12/21/2011,2227,1F,2500 W PRATT ST,HOMICIDE,FIREARM,836,SOUTHWESTERN,Shipley Hill,"(39.2847600000, -76.6562400000)",1
